,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
11526,37,Local-gov,343052,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
3912,27,Private,215423,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,16,United-States,<=50K
1572,22,Private,121076,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
22235,29,Private,201454,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
32078,21,Private,211013,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,50,Mexico,<=50K
24130,24,Private,283806,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
17603,27,Private,190525,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
22387,46,Private,174386,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
38180,67,Private,105216,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
39341,37,Private,257042,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,1506,0,40,United-States,<=50K
41938,53,Local-gov,248834,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
8486,30,Private,289293,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,3908,0,40,Dominican-Republic,<=50K
22195,24,Local-gov,155818,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,44,United-States,<=50K
46636,21,Private,440969,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
45034,20,Private,204226,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
38112,34,Private,156464,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,85,England,>50K
9004,36,Private,129357,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
48482,49,?,113913,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,60,United-States,<=50K
36723,30,Private,167990,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
41056,45,Self-emp-not-inc,328051,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
18270,30,Private,181992,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,<=50K
4608,31,Private,270889,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
37707,36,State-gov,323726,Some-college,10,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
37225,40,Private,244172,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
36101,20,?,117618,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
24280,20,?,53738,Some-college,10,Never-married,?,Own-child,White,Male,0,0,60,United-States,<=50K
31319,19,Private,206599,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
19755,43,Local-gov,108945,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,48,United-States,<=50K
5204,43,State-gov,99185,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
8789,48,Private,501671,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,48,United-States,<=50K
35512,40,State-gov,390781,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,48,United-States,<=50K
31582,39,Private,164712,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
29106,26,Private,144483,Assoc-voc,11,Divorced,Sales,Own-child,White,Female,594,0,35,United-States,<=50K
8743,30,Local-gov,197886,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
14054,31,Self-emp-inc,229741,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,45,United-States,<=50K
28002,24,Private,204226,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
1546,25,Private,34965,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
15451,44,State-gov,484879,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
45082,45,Private,126889,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,60,United-States,>50K
8753,18,?,116839,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
8563,55,Private,181974,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8981,23,Private,175431,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,2174,0,40,United-States,<=50K
33629,44,Private,215468,Bachelors,13,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,7,United-States,<=50K
12952,19,Private,206751,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
9509,23,Private,142766,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,18,United-States,<=50K
39072,39,Self-emp-inc,372525,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
48745,45,Self-emp-inc,173664,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
15631,28,Federal-gov,236418,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
33584,24,Private,214542,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
44196,51,?,521665,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,24,United-States,<=50K
36233,47,Private,175925,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,2179,52,United-States,<=50K
33940,26,Self-emp-not-inc,384276,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
172,26,Private,239877,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
39405,43,Self-emp-not-inc,73883,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,45,United-States,<=50K
28800,33,Private,238381,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,8614,0,40,United-States,>50K
17442,51,Private,284329,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
36810,37,Private,152307,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
37504,46,Self-emp-not-inc,176319,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,7298,0,40,United-States,>50K
3508,65,Local-gov,172646,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
24915,32,Private,29312,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K
18998,42,Private,153132,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,45,?,<=50K
18527,58,Self-emp-not-inc,164065,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,18,United-States,<=50K
35257,24,Private,90046,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
47493,47,Self-emp-not-inc,107231,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,65,United-States,<=50K
1703,23,Private,140764,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,1590,40,United-States,<=50K
5777,24,Private,236804,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
43272,27,State-gov,122660,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
29665,63,?,46907,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,>50K
11925,26,Private,217517,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,2885,0,40,United-States,<=50K
41188,28,Private,130067,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
40599,38,?,121135,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
32226,28,Private,346406,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1672,50,United-States,<=50K
8061,27,Self-emp-not-inc,132686,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
11120,34,Self-emp-inc,233727,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
2667,32,Private,133530,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
48369,21,?,78374,HS-grad,9,Never-married,?,Other-relative,Asian-Pac-Islander,Female,0,0,24,United-States,<=50K
31008,61,Private,223133,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K
24327,64,Self-emp-not-inc,106538,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
38054,23,Private,343019,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
9109,26,Private,210848,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,35,Mexico,<=50K
40812,46,Private,551962,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,50,Peru,<=50K
33390,25,Private,190350,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
8563,55,Private,181974,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
43657,65,Private,461715,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,25,?,<=50K
47754,41,Self-emp-not-inc,204235,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
20789,25,Private,218136,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,Outlying-US(Guam-USVI-etc),<=50K
43793,39,Private,86143,5th-6th,3,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
1691,39,Private,57691,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,2258,70,United-States,<=50K
15656,23,Private,197756,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,United-States,<=50K
3664,46,Private,23074,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,England,<=50K
27805,39,Private,189623,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,60,United-States,<=50K
38242,31,Private,703107,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
4215,52,Private,214091,HS-grad,9,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
37613,23,Private,410439,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,<=50K
18050,26,Private,167350,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,40,United-States,>50K
44408,28,Local-gov,207213,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,5,United-States,<=50K
4576,38,State-gov,142282,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
26044,43,Private,181015,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,50,United-States,<=50K
12456,37,Private,51198,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
33041,18,?,266287,Some-college,10,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
35015,23,Private,300275,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K
42001,40,Private,241895,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
20024,29,Private,31166,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Other,Female,0,0,30,Germany,<=50K
25957,70,Self-emp-not-inc,155141,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2377,12,United-States,>50K
47740,18,Private,170544,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
38595,25,Local-gov,190107,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,1719,16,United-States,<=50K
32468,37,Federal-gov,448337,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
24599,53,Federal-gov,68985,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
25684,19,Private,46162,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,United-States,<=50K
23991,58,Local-gov,237879,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States,<=50K
23532,18,Private,236262,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
3185,35,Private,288158,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42987,28,Private,211184,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
2320,48,Private,47343,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States,>50K
39904,56,Self-emp-not-inc,78090,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States,<=50K
3403,36,Private,225330,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
24190,31,Private,379046,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
21150,33,Private,141229,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
43025,42,Private,210525,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
18719,20,Private,100188,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,24,United-States,<=50K
23954,27,Private,188576,Bachelors,13,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
15233,53,Private,289620,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,?,>50K
12929,43,Private,68748,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
10552,47,Self-emp-inc,120131,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
18651,36,State-gov,166606,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
12674,34,Private,124827,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,<=50K
15624,23,Private,27073,Some-college,10,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States,<=50K
41872,52,Private,153751,9th,5,Separated,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
31060,39,State-gov,221059,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,7688,0,38,United-States,>50K
29210,26,Private,177147,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,6849,0,65,United-States,<=50K
37199,49,Private,192894,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
15761,29,Private,101108,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K
2373,34,Private,169583,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
32422,33,Local-gov,222654,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,66,?,<=50K
13539,45,Private,175990,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,<=50K
47963,52,Private,170562,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37550,29,Private,241667,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
44626,46,Private,695411,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K
27628,20,Private,105585,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
18250,45,Self-emp-not-inc,133969,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,South,>50K
45636,43,Private,172364,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States,<=50K
13632,54,Private,182855,7th-8th,4,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
14923,44,Private,152744,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
45542,42,Private,240255,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
7541,23,Private,107882,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,50,United-States,<=50K
46829,18,Private,237646,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
11211,34,Private,226525,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
10964,26,Private,313473,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
7051,36,Private,367216,Some-college,10,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,28,United-States,<=50K
37485,33,Private,283921,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48265,41,Private,211731,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Mexico,<=50K
36603,33,Private,69311,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
39506,50,Self-emp-not-inc,95949,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
34806,25,Private,336440,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
24079,32,Private,192565,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22893,19,Private,195985,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
4014,23,Private,126613,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,<=50K
17745,40,Private,100584,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
351,23,Private,197997,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
34295,36,Private,220585,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
40333,62,Private,210935,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
26663,22,State-gov,190625,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
19768,44,Private,54507,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
8130,67,Private,131656,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2392,24,United-States,>50K
28401,39,Private,355468,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,46,United-States,>50K
14321,54,Local-gov,113649,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
48076,58,Local-gov,311409,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7688,0,30,United-States,>50K
2557,20,Private,117767,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
34948,31,Private,126402,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Female,0,0,60,United-States,<=50K
36233,47,Private,175925,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,2179,52,United-States,<=50K
41549,22,Private,188274,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
42475,51,State-gov,42017,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
46062,31,Private,221167,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
27392,28,Private,263614,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
39757,58,Self-emp-not-inc,33309,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,80,United-States,<=50K
36026,36,Local-gov,137314,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
9388,31,Self-emp-not-inc,189843,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
41904,58,Self-emp-not-inc,248841,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
22339,56,Private,193818,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
2288,34,Federal-gov,77218,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
10263,36,Self-emp-not-inc,127740,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,99,United-States,<=50K
21181,33,Private,196266,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
1654,56,Self-emp-not-inc,177368,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,>50K
47817,29,?,207032,HS-grad,9,Married-spouse-absent,?,Unmarried,Black,Female,0,0,42,Haiti,<=50K
8213,24,Private,285775,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
47924,63,State-gov,216871,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,40,United-States,<=50K
47174,18,Private,182643,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,9,United-States,<=50K
12688,54,Private,96062,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Portugal,<=50K
40844,20,Private,745817,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,15,United-States,<=50K
12247,49,Self-emp-not-inc,225456,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
34512,44,Private,145160,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,58,United-States,<=50K
44081,25,Private,178037,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
5447,51,Self-emp-not-inc,181139,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
9956,30,Private,191777,12th,8,Never-married,Other-service,Own-child,Black,Female,0,0,20,?,<=50K
6130,71,?,46836,7th-8th,4,Separated,?,Not-in-family,Black,Male,0,0,15,United-States,<=50K
9050,44,Private,322044,Some-college,10,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
25959,29,Self-emp-inc,190450,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Germany,<=50K
37593,61,Private,97030,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
41306,60,Private,121319,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,40,Poland,<=50K
32081,38,Private,143538,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
36763,80,Private,202483,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,<=50K
12079,42,Private,184018,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
4688,48,Private,196571,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32553,63,Private,172740,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
40955,25,Private,113099,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
13622,43,Private,108682,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
27433,32,Private,36467,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
19204,42,Self-emp-not-inc,27821,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
39506,50,Self-emp-not-inc,95949,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
3346,43,Private,107584,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
10749,42,Private,222756,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,7430,0,40,United-States,>50K
8210,35,Private,433682,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
4753,17,?,188758,10th,6,Never-married,?,Own-child,White,Male,0,0,14,United-States,<=50K
23794,46,Local-gov,149949,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
14906,33,Private,553405,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
8892,39,Private,102865,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39236,56,Self-emp-not-inc,144351,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,90,United-States,<=50K
19259,29,Private,190562,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,56,United-States,<=50K
26574,19,Private,187570,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
31857,75,Self-emp-not-inc,309955,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2174,50,United-States,>50K
16935,27,Private,288341,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,32,United-States,<=50K
19334,35,Private,237943,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,<=50K
9233,66,Self-emp-not-inc,99927,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Female,0,0,45,United-States,<=50K
31313,35,Private,49749,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
30399,57,?,403625,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,>50K
23937,40,Private,310101,Some-college,10,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
41490,41,Private,425049,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
41931,22,Private,222993,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,54,United-States,<=50K
2381,38,Private,186531,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
24601,57,Private,163047,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States,<=50K
17248,55,Self-emp-not-inc,189721,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
32656,41,Private,198196,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
28131,42,State-gov,341638,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
